PMCID,PMID,doi,year,title,journal,topic,file,license
PMC6146031,30271424,10.3389/fgene.2018.00373,2018.0,Molecular Pathways Associated With Methylmercury-Induced Nrf2 Modulation.,Frontiers in genetics,Misc,oa_package/29/60/PMC6146031.tar.gz,CC BY
PMC11001304,38519151,10.1016/S2589-7500(24)00022-0,2024.0,Social determinants of health: the need for data science methods and capacity.,The Lancet. Digital health,Misc,oa_package/93/40/PMC11001304.tar.gz,CC BY
PMC9524865,36181105,10.1097/MD.0000000000030858,2022.0,"Research status, hotspots and trends of acupuncture and moxibustion in the treatment of Alzheimer's disease: A bibliometric analysis.",Medicine,Misc,oa_package/c2/64/PMC9524865.tar.gz,CC BY-NC
PMC10943744,38495536,10.1177/20503121241234301,2024.0,Clinical evaluation and treatment outcomes of caustic ingestion injuries in Syrian pediatric patients: A retrospective study: Short title: High-dose steroids for pediatric caustic ingestions in Syria.,SAGE open medicine,Misc,oa_package/d9/1e/PMC10943744.tar.gz,CC BY-NC
PMC8289589,34335771,10.1155/2021/5553301,2021.0,A Cross-Sectional Study of Labial Bone and Covering Soft Tissue in Maxillary Anterior Segment: A Dilemma in Orthodontics.,International journal of dentistry,Misc,oa_package/ac/21/PMC8289589.tar.gz,CC BY
PMC12224712,40604890,10.1186/s12903-025-06415-2,2025.0,Bone gain and accuracy assessment of computer-guided workflow for horizontal augmentation of atrophic anterior maxilla with symphyseal cortical plates: a randomized controlled trial.,BMC oral health,Misc,oa_package/20/44/PMC12224712.tar.gz,CC BY
PMC9775419,36551281,10.3390/biom12121853,2022.0,Identification of Novel Plasma Biomarkers for Abdominal Aortic Aneurysm by Protein Array Analysis.,Biomolecules,Misc,oa_package/cc/4b/PMC9775419.tar.gz,CC BY
PMC6545987,31168472,10.7758/RSF.2019.5.2.06,2019.0,Poverty and Academic Achievement Across the Urban to Rural Landscape: Associations with Community Resources and Stressors.,The Russell Sage Foundation journal of the social sciences : RSF,Misc,oa_package/09/28/PMC6545987.tar.gz,NO-CC CODE
PMC11048702,38672478,10.3390/biom14040462,2024.0,On Interactions of Sulfamerazine with Cyclodextrins from Coupled Diffusometry and Toxicity Tests.,Biomolecules,Misc,oa_package/60/33/PMC11048702.tar.gz,CC BY
PMC10396404,36779333,10.1093/ije/dyad008,2023.0,Assumptions and analysis planning in studies with missing data in multiple variables: moving beyond the MCAR/MAR/MNAR classification.,International journal of epidemiology,Misc,oa_package/d3/39/PMC10396404.tar.gz,CC BY
PMC9690114,36429564,10.3390/ijerph192214846,2022.0,Study on the Microclimate Effect of Water Body Layout Factors on Campus Squares.,International journal of environmental research and public health,Misc,oa_package/38/a0/PMC9690114.tar.gz,CC BY
PMC6509997,31160956,10.1039/c9sc00704k,2019.0,A microdroplet-accelerated Biginelli reaction: mechanisms and separation of isomers using IMS-MS.,Chemical science,Misc,oa_package/9f/60/PMC6509997.tar.gz,CC BY-NC
PMC11111845,38784702,10.3389/fdgth.2024.1374359,2024.0,Integrating omics atlas in health informatics system design-an opinion article.,Frontiers in digital health,Misc,oa_package/a8/d0/PMC11111845.tar.gz,CC BY
PMC9830836,36624435,10.1186/s12906-022-03826-4,2023.0,Exploration of the mechanism by which Huangqi Guizhi Wuwu decoction inhibits Lps-induced inflammation by regulating macrophage polarization based on network pharmacology.,BMC complementary medicine and therapies,Misc,oa_package/30/bb/PMC9830836.tar.gz,CC BY
PMC9441221,36059027,10.1186/s40479-022-00192-y,2022.0,"Mindfulness and psychological well-being in adolescents: the mediating role of self-compassion, emotional dysregulation and cognitive flexibility.",Borderline personality disorder and emotion dysregulation,Misc,oa_package/4a/aa/PMC9441221.tar.gz,CC BY
PMC7700450,33238498,10.3390/s20226698,2020.0,Effect Evaluation of Spatial Characteristics on Map Matching-Based Indoor Positioning.,"Sensors (Basel, Switzerland)",Misc,oa_package/8f/ad/PMC7700450.tar.gz,CC BY
PMC12042397,40313695,10.5173/ceju.2024.0105,2024.0,The role of preoperative ureteral stenting in retrograde intrarenal surgery outcomes for renal stones: a matched-pair analysis.,Central European journal of urology,Misc,oa_package/6e/41/PMC12042397.tar.gz,CC BY-NC-SA
PMC6729061,31492134,10.1186/s12913-019-4462-x,2019.0,Effects of implementing free maternity service policy in Kenya: an interrupted time series analysis.,BMC health services research,Misc,oa_package/29/77/PMC6729061.tar.gz,CC BY
PMC11771607,39854738,10.1097/MD.0000000000041353,2025.0,Evaluation of the effect of carotid sinus blockade on hemodynamic stability in carotid surgery: A retrospective study.,Medicine,Misc,oa_package/7f/7c/PMC11771607.tar.gz,CC BY
PMC7544738,33071877,10.3389/fpsyg.2020.555156,2020.0,Radically Embodied Compassion: The Potential Role of Traditional Martial Arts in Compassion Cultivation.,Frontiers in psychology,Misc,oa_package/13/6d/PMC7544738.tar.gz,CC BY
PMC12093687,40399919,10.1186/s13034-025-00913-5,2025.0,Adolescent Interpersonal Behaviours and Mental Health Across Two Swedish Cohorts: 15-Year Trends and One-Year Bidirectional Associations in a Mixed-Methods Study.,Child and adolescent psychiatry and mental health,Misc,oa_package/6d/89/PMC12093687.tar.gz,CC BY
PMC7304656,32516303,10.12659/AJCR.923441,2020.0,Cerebellar Parieto-occipital Posterior Reversible Encephalopathy Syndrome and Cerebral Metamorphopsia Associated with Asymptomatic Atrial Septum Vegetation and Renal Disease: Case Report.,The American journal of case reports,Misc,oa_package/b9/af/PMC7304656.tar.gz,CC BY-NC-ND
PMC10063592,36632685,10.5045/br.2023.2022167,2023.0,Can the bone marrow harvest volume be reduced safely in hematopoietic stem cell transplantation with pediatric sibling donors?,Blood research,Misc,oa_package/41/47/PMC10063592.tar.gz,CC BY-NC
PMC12189322,40564384,10.3390/bioengineering12060567,2025.0,ASFmeter: A Portable A-Mode Ultrasound Device for Abdominal Subcutaneous Fat Thickness Measurement.,"Bioengineering (Basel, Switzerland)",Misc,oa_package/88/1c/PMC12189322.tar.gz,CC BY
PMC10475769,37365854,10.1111/cas.15894,2023.0,Lymphoproliferative disorder risk after methotrexate treatment for rheumatoid arthritis.,Cancer science,Misc,oa_package/3d/8c/PMC10475769.tar.gz,CC BY-NC-ND
PMC6199706,30352623,10.1186/s40168-018-0573-6,2018.0,A diversity-generating retroelement encoded by a globally ubiquitous Bacteroides phage.,Microbiome,Misc,oa_package/e6/9a/PMC6199706.tar.gz,CC BY
PMC10490687,37688040,10.3390/s23177584,2023.0,Identification and Spatial Analysis of Land Salinity in China's Yellow River Delta Using a Land Salinity Monitoring Index from Harmonized UAV-Landsat Imagery.,"Sensors (Basel, Switzerland)",Misc,oa_package/65/b7/PMC10490687.tar.gz,CC BY
PMC12133008,40460170,10.1371/journal.pone.0325327,2025.0,Virtual serious games for women's health education: A scoping review.,PloS one,Misc,oa_package/cd/cd/PMC12133008.tar.gz,CC BY
PMC6915599,31726761,10.3390/nano9111606,2019.0,A Metabolomic Approach for the In Vivo Study of Gold Nanospheres and Nanostars after a Single-Dose Intravenous Administration to Wistar Rats.,"Nanomaterials (Basel, Switzerland)",Misc,oa_package/52/d0/PMC6915599.tar.gz,CC BY
PMC9636275,36333310,10.1038/s41467-022-34399-y,2022.0,YiaC and CobB regulate lysine lactylation in Escherichia coli.,Nature communications,Misc,oa_package/ef/81/PMC9636275.tar.gz,CC BY
PMC7576762,33087050,10.1186/s12877-020-01825-z,2020.0,Health care costs of injury in the older population: a prospective multicentre cohort study in the Netherlands.,BMC geriatrics,Misc,oa_package/63/ba/PMC7576762.tar.gz,CC BY
PMC7065305,32160913,10.1186/s12888-020-02486-3,2020.0,A comparison of the characteristics and treatment outcomes of migrant and Australian-born users of a national digital mental health service.,BMC psychiatry,Misc,oa_package/df/16/PMC7065305.tar.gz,CC BY
PMC12095907,39947666,10.1183/13993003.02391-2024,2025.0,Phenotyping the responses to systemic corticosteroids in the management of asthma attacks (PRISMA).,The European respiratory journal,Misc,oa_package/ef/ef/PMC12095907.tar.gz,CC BY-NC
PMC9372488,35965595,10.3389/fpain.2022.972169,2022.0,"Placebo, nocebo: Believing in the field of medicine.","Frontiers in pain research (Lausanne, Switzerland)",Misc,oa_package/8e/6a/PMC9372488.tar.gz,CC BY
PMC7146122,32214034,10.3390/molecules25061473,2020.0,A Powdered Simulant of Triacetone Triperoxide (TATP) for Safe Testing of X-ray Transmission Screening Equipment.,"Molecules (Basel, Switzerland)",Misc,oa_package/30/ab/PMC7146122.tar.gz,CC BY
PMC7039377,31786594,10.1093/geront/gnz161,2020.0,Persons With a Migration Background Caring for a Family Member With Dementia: Challenges to Shared Care.,The Gerontologist,Misc,oa_package/8a/bd/PMC7039377.tar.gz,CC BY-NC-ND
PMC7997789,33814641,10.1007/s11229-021-03111-w,2021.0,Weighing the costs: the epistemic dilemma of no-platforming.,Synthese,Misc,oa_package/b7/ee/PMC7997789.tar.gz,CC BY
PMC12399530,40900961,10.3389/fpsyg.2025.1637069,2025.0,Survey of workplace stressors among Hungarian elite athletes.,Frontiers in psychology,Misc,oa_package/bf/d7/PMC12399530.tar.gz,CC BY
PMC10602576,37661586,10.1002/advs.202303013,2023.0,Controllable Friction on Graphene via Adjustable Interfacial Contact Quality.,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",Misc,oa_package/5a/80/PMC10602576.tar.gz,CC BY
PMC8233380,34172733,10.1038/s41467-021-24186-6,2021.0,Hydraulic transmissivity inferred from ice-sheet relaxation following Greenland supraglacial lake drainages.,Nature communications,Misc,oa_package/d9/e6/PMC8233380.tar.gz,CC BY
PMC9286886,35845942,10.1155/2022/8273853,2022.0,Biomechanical Comparison between Isobar and Dynamic-Transitional Optima (DTO) Hybrid Lumbar Fixators: A Lumbosacral Finite Element and Intersegmental Motion Analysis.,BioMed research international,Misc,oa_package/2f/f3/PMC9286886.tar.gz,CC BY
PMC9964838,36850447,10.3390/s23041851,2023.0,Eye Recognition by YOLO for Inner Canthus Temperature Detection in the Elderly Using a Transfer Learning Approach.,"Sensors (Basel, Switzerland)",Misc,oa_package/f9/85/PMC9964838.tar.gz,CC BY
PMC12321275,40203208,10.1002/cphc.202500176,2025.0,"Bromo-Heptahelicene-Bis-Thiadiazole: Photophysics, Chiroptics, and Excited-State Dynamics.",Chemphyschem : a European journal of chemical physics and physical chemistry,Misc,oa_package/56/f1/PMC12321275.tar.gz,CC BY
PMC12406185,40820880,10.1021/acs.inorgchem.5c03295,2025.0,Computational Characterization of Unsupported Au(I)···Ir(I) Metallophilic Interactions: Evidence for Strong Dispersive Stabilization.,Inorganic chemistry,Misc,oa_package/e6/5e/PMC12406185.tar.gz,CC BY
PMC8399605,34450745,10.3390/s21165295,2021.0,Extremely Low-Profile Monopolar Microstrip Antenna with Wide Bandwidth.,"Sensors (Basel, Switzerland)",Misc,oa_package/41/27/PMC8399605.tar.gz,CC BY
PMC7418256,32844039,10.1177/2059513120940499,2020.0,Keloids: Current and emerging therapies.,"Scars, burns & healing",Misc,oa_package/69/b4/PMC7418256.tar.gz,CC BY-NC
PMC11316580,38963413,10.1099/ijsem.0.006447,2024.0,"Chitinophaga pollutisoli sp. nov., isolated from contaminated sediment.",International journal of systematic and evolutionary microbiology,Misc,oa_package/20/f0/PMC11316580.tar.gz,CC BY
PMC8802936,34819339,10.1523/JNEUROSCI.0933-21.2021,2021.0,Repeated Administration of 2-Hydroxypropyl-β-Cyclodextrin (HPβCD) Attenuates the Chronic Inflammatory Response to Experimental Stroke.,The Journal of neuroscience : the official journal of the Society for Neuroscience,Misc,oa_package/e6/b8/PMC8802936.tar.gz,CC BY
PMC10538477,37780232,10.1093/pnasnexus/pgad308,2023.0,Non-symmetric responses of leaf onset date to natural warming and cooling in northern ecosystems.,PNAS nexus,Misc,oa_package/59/85/PMC10538477.tar.gz,CC BY
PMC7611369,34280816,10.1016/j.visres.2021.06.011,2021.0,Selective postsaccadic enhancement of motion perception.,Vision research,Misc,oa_package/c1/5b/PMC7611369.tar.gz,CC BY
PMC6210312,30261618,10.3390/ijerph15102116,2018.0,"Organisational Justice, Burnout, and Engagement in University Students: A Comparison between Stressful Aspects of Labour and University Organisation.",International journal of environmental research and public health,Misc,oa_package/12/49/PMC6210312.tar.gz,CC BY
PMC10068789,36940343,10.1073/pnas.2215324120,2023.0,"Non-White scientists appear on fewer editorial boards, spend more time under review, and receive fewer citations.",Proceedings of the National Academy of Sciences of the United States of America,Misc,oa_package/04/67/PMC10068789.tar.gz,CC BY-NC-ND
PMC12142151,40461265,10.1136/rmdopen-2024-005250,2025.0,Identification of distinct disease activity trajectories in patients with psoriatic arthritis receiving tofacitinib: a post hoc analysis of two phase 3 studies.,RMD open,Misc,oa_package/90/7b/PMC12142151.tar.gz,CC BY-NC
PMC9232388,35761918,10.7759/cureus.25337,2022.0,Non-convulsive Status Epilepticus in a Patient With Schizoaffective and Seizure Disorder on Clozapine and Electroconvulsive Therapy: A Case Report.,Cureus,Misc,oa_package/f8/da/PMC9232388.tar.gz,CC BY
PMC10606217,37887694,10.3390/ijerph20206955,2023.0,Co-Created Solutions for Perinatal Professionals and Childbearing Needs for People with Hypermobile Ehlers-Danlos Syndrome and Hypermobility Spectrum Disorders.,International journal of environmental research and public health,Misc,oa_package/55/ab/PMC10606217.tar.gz,CC BY
PMC11360880,39210286,10.1186/s12889-024-19748-4,2024.0,"Association between the guardians' educational levels and unintentional injuries in children aged 6-18 in Shenzhen, China.",BMC public health,Misc,oa_package/93/81/PMC11360880.tar.gz,CC BY-NC-ND
PMC6668807,31365545,10.1371/journal.pone.0220390,2019.0,Past aquatic environments in the Levant inferred from stable isotope compositions of carbonate and phosphate in fish teeth.,PloS one,Misc,oa_package/d4/57/PMC6668807.tar.gz,CC BY
PMC11735400,39567699,10.1038/s41586-024-08255-6,2024.0,Social state alters vision using three circuit mechanisms in Drosophila.,Nature,Misc,oa_package/b1/fb/PMC11735400.tar.gz,CC BY
PMC10478506,37674541,10.1096/fba.2023-00050,2023.0,Discovery of phytochelatins in human urine: Evidence for function in selenium disposition and protection against cadmium.,FASEB bioAdvances,Misc,oa_package/bb/c1/PMC10478506.tar.gz,CC BY-NC-ND
PMC9254638,35787284,10.1186/s40795-022-00547-2,2022.0,"Socio-economic and socio-demographic determinants of diet diversity among rural pregnant women from Pune, India.",BMC nutrition,Misc,oa_package/6b/38/PMC9254638.tar.gz,CC BY
PMC11442483,39349571,10.1038/s41598-024-73504-7,2024.0,Experimental Investigation and Machine Learning Prediction of Mechanical Properties of Rubberized Concrete for Sustainable Construction.,Scientific reports,Misc,oa_package/c6/c4/PMC11442483.tar.gz,CC BY-NC-ND
PMC10475968,37482684,10.3803/EnM.2023.1764,2023.0,Intrarenal Mechanisms of Sodium-Glucose Cotransporter-2 Inhibitors on Tubuloglomerular Feedback and Natriuresis.,"Endocrinology and metabolism (Seoul, Korea)",Misc,oa_package/3e/49/PMC10475968.tar.gz,CC BY-NC
PMC10905310,38421657,10.1001/jamanetworkopen.2024.4737,2024.0,Errors in Service Counts in Results and Figure.,JAMA network open,Misc,oa_package/c4/81/PMC10905310.tar.gz,CC BY
PMC10100169,37055719,10.1186/s12884-023-05556-y,2023.0,Spontaneous uterine venous plexus complicated with ovarian rupture in the third trimester of pregnancy: a case report.,BMC pregnancy and childbirth,Misc,oa_package/c5/14/PMC10100169.tar.gz,CC BY
PMC11865052,40018680,10.3389/fpsyt.2025.1506516,2025.0,Electrocortical signatures of attentional bias toward subliminal and supraliminal socially negative words in social anxiety.,Frontiers in psychiatry,Misc,oa_package/7c/e2/PMC11865052.tar.gz,CC BY
PMC9613369,36397802,10.2185/jrm.2022-009,2022.0,Anomalous duplication of the portal vein with prepancreatic postduodenal portal vein.,Journal of rural medicine : JRM,Misc,oa_package/63/27/PMC9613369.tar.gz,CC BY-NC-ND
PMC12080801,40373056,10.1371/journal.pone.0323681,2025.0,An updated comparison of standard and novel FEV1 indices' association with all-cause mortality.,PloS one,Misc,oa_package/3a/52/PMC12080801.tar.gz,CC BY
PMC6682351,31362571,10.1080/19491034.2019.1644592,2019.0,Probing the 3D architecture of the plant nucleus with microscopy approaches: challenges and solutions.,"Nucleus (Austin, Tex.)",Misc,oa_package/37/f7/PMC6682351.tar.gz,CC BY
PMC8487025,34632144,10.1016/j.heliyon.2021.e08077,2021.0,Prevalence and determinants of malnutrition among primary school going children in the haor areas of Kishoreganj district of Bangladesh.,Heliyon,Misc,oa_package/80/f0/PMC8487025.tar.gz,CC BY-NC-ND
PMC8656117,34445859,10.4274/tjh.galenos.2021.2021.0399,2021.0,Leg Ulcers Associated with Anagrelide.,Turkish journal of haematology : official journal of Turkish Society of Haematology,Misc,oa_package/49/8b/PMC8656117.tar.gz,CC BY
